"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Event #","FITC-A","PE-A","(Event #%8) - 0.5 + (Event #/(89159 + 1))","Time"
22818.6,78451.2,19062,15750,73194.7,14102,65737,1144.08,14.25,0.237281,8.77137
15348.5,73427.1,13699,7021.44,71776.2,6411,65745,797.76,33.75,0.237371,8.77253
16947.8,67683.9,16410,7853.04,67549.1,7619,65753,632.88,28.5,0.237461,8.7737
8531.84,63953.2,8743,3083.04,64285.8,3143,65761,182.16,28.5,0.23755,8.7737
11662.1,64737.1,11806,4178.16,63575.6,4307,65769,264.96,15,0.23764,8.77486
7431.04,63919.2,7619,2772.72,64006,2839,65777,281.52,24,0.23773,8.77603
21479,67792.8,20764,13672.1,67838.7,13208,65785,1292.4,59.25,0.23782,8.77719
16446.1,80698.6,13356,12118.3,73672.2,10780,65793,1244.16,50.25,0.237909,8.77835
14723.8,66456,14520,5142.24,69356.2,4859,65801,764.64,8.25,0.237999,8.77952
14990.1,72651.2,13522,7848,69900.3,7358,65809,547.92,-1.5,0.238089,8.77952
16459.5,77165.1,13979,11145.6,73051.1,9999,65817,1731.6,33,0.238179,8.78068
16926.7,71707.1,15470,8851.68,70891.3,8183,65825,558.72,31.5,0.238268,8.78184
23329.3,71972.3,21243,11524.3,72544.2,10411,65833,1181.52,40.5,0.238358,8.78301
21977.6,75591.7,19054,15791,73883.2,14007,65841,1645.92,19.5,0.238448,8.78417
12630.4,65501.8,12637,4338,64480.6,4409,65849,333.36,11.25,0.238537,8.78534
17126.4,73388,15294,8640.72,70023.3,8087,65857,1074.96,6.75,0.238627,8.7865
15969.9,64661.1,16186,5848.56,63395.8,6046,65865,497.52,3.75,0.238717,8.78766
10368,67441.9,10075,5698.08,69179.2,5398,65873,522,15,0.238807,8.78883
7315.2,64177.9,7470,3052.8,64310,3111,65881,317.52,-18,0.238896,8.78883
16273.3,71009.1,15019,9200.16,69607.7,8662,65889,925.92,15.75,0.238986,8.78999
22087,66905.3,21635,9514.8,65178.4,9567,65905,876.96,36.75,0.239166,8.79232
13697.3,65686,13666,5297.04,64549.4,5378,65913,406.8,4.5,0.239255,8.79232
10059.5,65487.3,10067,3821.76,64040.6,3911,65921,267.84,1.5,0.239345,8.79348
15871.4,66154.4,15723,6760.08,64590.8,6859,65929,594,-12,0.239435,8.79465
12651.5,65882.4,12585,5875.2,64941.3,5929,65937,526.32,15.75,0.239524,8.79581
16497.9,66145.1,16346,6575.76,67568,6378,65945,889.92,15.75,0.239614,8.79581
14936.3,76456,12803,8513.28,72055.6,7743,65953,742.32,18.75,0.239704,8.79697
13722.9,65712.6,13686,4448.88,65343.3,4462,65961,686.88,-6.75,0.239794,8.79814
7639.04,69580.6,7195,5727.6,68124.1,5510,65969,638.64,-6,0.239883,8.7993
15482.9,71592.9,14173,7517.52,70050.9,7033,65977,821.52,21.75,0.239973,8.80047
19624.3,73231.9,17562,11190.2,72046.7,10179,65985,975.6,8.25,0.240063,8.80047
8879.36,68412.6,8506,5356.08,67947.4,5166,65993,596.16,-14.25,0.240153,8.80163
21207,71673.7,19391,11779.2,70261.4,10987,66001,1155.6,-12,0.240242,8.80279
16017.3,70308.7,14930,9249.12,67786.9,8942,66009,640.08,-3.75,0.240332,8.80396
17872.6,64694.9,18105,6402.96,63685.6,6589,66017,634.32,12.75,0.240422,8.80512
17028.5,75465.1,14788,11262.2,72531.7,10176,66025,824.4,21,0.240511,8.80628
15871.4,65062,15987,5918.4,64526.4,6011,66033,617.76,24,0.240601,8.80745
9327.36,70431.8,8679,6054.48,70314.8,5643,66041,974.88,28.5,0.240691,8.80861
16034.6,76408.1,13753,9684,71582.5,8866,66049,635.76,9,0.240781,8.80978
13161.6,64475.9,13378,5083.92,64594.8,5158,66057,321.12,24,0.24087,8.81094
18069.8,75308.1,15725,5921.28,72223.5,5373,66065,1092.96,36.75,0.24096,8.8121
10241.9,64964.6,10332,4579.2,64524.3,4651,66073,339.84,6.75,0.24105,8.81327
13459.8,65706.1,13425,4632.48,64293.6,4722,66097,483.12,1.5,0.241319,8.81676
13029.8,64857.8,13166,3821.76,63844.7,3923,66105,331.2,-8.25,0.241409,8.81792
15129.6,70381.4,14088,8454.24,68469.7,8092,66121,905.76,-2.25,0.241588,8.81909
11991,66512.5,11815,6627.6,66874,6495,66129,426.24,29.25,0.241678,8.82025
21727.4,66439.2,21432,14274.7,68505.3,13656,66137,1111.68,15.75,0.241768,8.82141
19740.2,73085.8,17701,11607.1,71345.4,10662,66145,684.72,46.5,0.241857,8.82258
22498.6,66687.7,22110,10184.4,66149.1,10090,66153,1851.84,53.25,0.241947,8.82374
12499.8,72745.7,11261,8229.6,71435.1,7550,66161,720,39,0.242037,8.8249
16569.6,64888.3,16735,4212,63500.7,4347,66169,555.12,30.75,0.242127,8.82607
13032.3,63957.3,13354,5554.08,64230.1,5667,66185,534.96,-6,0.242306,8.82723
11365.8,69802.9,10671,6725.52,69543,6338,66193,893.52,18.75,0.242396,8.8284
16885.1,66907.5,16539,10462.3,67766.2,10118,66201,698.4,14.25,0.242485,8.8284
7250.56,62662.9,7583,2962.8,63495.8,3058,66209,106.56,-5.25,0.242575,8.82956
14965.1,64702.1,15158,4795.2,64265.5,4890,66217,431.28,27,0.242665,8.83072
19162.9,67657.5,18562,7368.48,68033.4,7098,66225,685.44,42.75,0.242755,8.83189
11183.4,64437.5,11374,4183.2,64445.3,4254,66233,447.84,7.5,0.242844,8.83305
10240.6,72767.1,9223,6563.52,69255.6,6211,66241,534.24,13.5,0.242934,8.83421
14911.4,73853.6,13232,8524.8,72227.7,7735,66249,668.16,-1.5,0.243024,8.83421
18220.8,74201.1,16093,8484.48,72316.2,7689,66257,1188.72,48,0.243114,8.83538
13927,65036.5,14034,6423.84,65759.6,6402,66265,396,3.75,0.243203,8.83654
21076.5,75852.2,18210,16377.1,71950.9,14917,66273,1540.8,6,0.243293,8.83771
12577.9,77334.3,10659,8020.08,75528.7,6959,66281,642.24,16.5,0.243383,8.83887
11762.6,63887.9,12066,4930.56,65015.9,4970,66289,394.56,18,0.243472,8.84003
11696,69310.9,11059,6266.88,69200.7,5935,66297,705.6,4.5,0.243562,8.8412
10277.8,63275.1,10645,3861.36,63694.5,3973,66305,267.84,-15.75,0.243652,8.84236
14138.9,77585.7,11943,9466.56,72349.9,8575,66313,1010.16,12,0.243742,8.84352
14281.6,69650.2,13438,10653.1,69767.5,10007,66321,699.12,31.5,0.243831,8.84352
14896.6,63172.4,15454,5470.56,63443.4,5651,66329,554.4,25.5,0.243921,8.84469
10384,62866.1,10825,3708,64050.5,3794,66337,315.36,14.25,0.244011,8.84585
6602.88,63070.4,6861,2536.56,63039.8,2637,66345,169.92,3,0.2441,8.84702
14702.1,71872,13406,6712.56,70885.3,6206,66353,1000.08,25.5,0.24419,8.84702
15250.6,66128.1,15114,5174.64,65178.8,5203,66361,593.28,9,0.24428,8.84818
16324.5,65401.7,16358,5562,64197.1,5678,66369,415.44,-8.25,0.24437,8.84934
13660.2,71089.7,12593,7369.2,70308.3,6869,66377,616.32,-1.5,0.244459,8.85051
14310.4,64470.1,14547,5384.16,64732.4,5451,66393,272.88,48,0.244639,8.85284
14032,65169.1,14111,4499.28,64226.7,4591,66401,500.4,10.5,0.244729,8.85284
14650.9,64263.4,14941,4425.84,63705.7,4553,66409,230.4,5.25,0.244818,8.854
12586.9,65478.2,12598,4456.8,65577.2,4454,66417,427.68,30,0.244908,8.85516
20394.2,74472.4,17947,10259.3,70818.6,9494,66425,1211.04,33,0.244998,8.85633
12515.8,64499.3,12717,3900.96,64025.4,3993,66441,403.2,0,0.245177,8.85865
18417.3,64645.4,18671,6855.12,64234.6,6994,66457,451.44,10.5,0.245357,8.85982
16398.1,70437.5,15257,11497.7,68971.4,10925,66465,709.2,28.5,0.245446,8.86098
12538.2,64772.7,12686,5603.76,64907.8,5658,66481,640.8,-0.75,0.245626,8.86331
13632,63172.6,14142,3380.4,63170.2,3507,66489,372.24,8.25,0.245716,8.86447
14840.3,70830.6,13731,7961.04,69685.4,7487,66505,892.08,36,0.245895,8.86564
14313,64340.1,14579,5994,63821.7,6155,66513,339.12,-2.25,0.245985,8.8668
10410.9,65998,10338,5194.08,67781.6,5022,66521,447.84,18,0.246074,8.8668
19434.9,67156.2,18966,10273,65123.7,10338,66529,865.44,15,0.246164,8.86796
13009.3,65668.7,12983,4660.56,66456.6,4596,66537,456.48,10.5,0.246254,8.86913
7315.2,63531.5,7546,2494.08,63206.5,2586,66545,199.44,19.5,0.246344,8.87029
8583.68,62825.6,8954,3340.08,63282.9,3459,66553,285.12,19.5,0.246433,8.87146
19314.6,76147.4,16623,10374.5,73249.5,9282,66561,1244.16,44.25,0.246523,8.87146
18977.9,72365,17187,9530.64,70760.2,8827,66569,819.36,38.25,0.246613,8.87262
13348.5,65157.6,13426,4391.28,64266.9,4478,66577,491.04,17.25,0.246703,8.87378
12350.1,64625.9,12524,4450.32,64425.9,4527,66585,566.64,-3.75,0.246792,8.87495
20590.1,68392.9,19730,9960.48,65605,9950,66593,802.8,20.25,0.246882,8.87611
9768.32,63699.2,10050,3607.92,64357.3,3674,66601,488.88,11.25,0.246972,8.87611
11153.3,64315.1,11365,3814.56,63757,3921,66609,468.72,21,0.247061,8.87727
14294.4,63836.3,14675,6000.48,65074.9,6043,66617,334.8,17.25,0.247151,8.87844
13168,72678,11874,8033.04,71084.7,7406,66625,1089.36,36.75,0.247241,8.8796
12705.3,63367.8,13140,5766.48,65067.5,5808,66633,442.08,17.25,0.247331,8.88076
11911.7,68748.9,11355,6439.68,68091.5,6198,66641,737.28,8.25,0.24742,8.88193
15414.4,73001.7,13838,10231.2,70565.4,9502,66657,1069.2,-8.25,0.2476,8.88309
10774.4,62916.4,11223,3742.56,63756.8,3847,66665,457.2,14.25,0.24769,8.88426
15063.7,71176.2,13870,8452.08,70160.3,7895,66673,612.72,-6,0.247779,8.88542
14747.5,65972.2,14650,5989.68,66633.8,5891,66689,587.52,3.75,0.247959,8.88658
14528,64668,14723,4587.12,63275.4,4751,66697,285.12,24.75,0.248048,8.88658
20143.4,81811.8,16136,13574.2,74957.5,11868,66705,1681.92,23.25,0.248138,8.88775
12947.8,64587.4,13138,4299.84,64248.6,4386,66713,284.4,0.75,0.248228,8.88775
15047,73008.3,13507,7598.16,71802.9,6935,66721,984.96,42,0.248318,8.88891
12502.4,74062.9,11063,7896.96,70098.2,7383,66729,1290.96,15,0.248407,8.89008
9847.68,65687.3,9825,5870.16,67150.8,5729,66737,434.16,17.25,0.248497,8.89008
20319.4,67343.5,19774,10166.4,67910,9811,66745,737.28,58.5,0.248587,8.89124
14015.4,67977.4,13512,8321.76,70000.6,7791,66753,626.4,42.75,0.248677,8.8924
11799.7,65049.1,11888,4218.48,63234.7,4372,66761,455.76,29.25,0.248766,8.89357
10396.8,64001.9,10646,3379.68,62959.3,3518,66769,278.64,-3,0.248856,8.89473
17361.9,77224.8,14734,9396.72,72501,8494,66777,781.2,19.5,0.248946,8.8959
18822.4,65527,18825,6474.24,64580.8,6570,66785,442.8,-9.75,0.249035,8.89706
11168,64224.8,11396,3752.64,63515.8,3872,66793,590.4,10.5,0.249125,8.89822
15178.9,65639.3,15155,6923.52,65015,6979,66801,411.84,10.5,0.249215,8.89939
16762.9,70820.8,15512,7326.72,70695.5,6792,66809,1005.12,17.25,0.249305,8.90055
10677.1,64119.5,10913,3235.68,64239.2,3301,66817,339.84,12.75,0.249394,8.90171
12411.5,65396.5,12438,4849.92,64055.7,4962,66825,540,0.75,0.249484,8.90171
7724.8,64425.1,7858,3055.68,63735.5,3142,66833,303.12,13.5,0.249574,8.90404
10910.7,73390.6,9743,6162.48,69896.9,5778,66841,788.4,18.75,0.249664,8.90404
13507.2,70709.2,12519,6098.4,70624.6,5659,66849,882.72,26.25,0.249753,8.9052
10749.4,72738.8,9685,7171.2,71283.5,6593,66873,450.72,-5.25,0.250022,8.90753
13764.5,74761.2,12066,7516.08,71824.7,6858,66881,930.96,-2.25,0.250112,8.9087
22067.2,73373.7,19710,12047.8,71994.4,10967,66889,1465.2,34.5,0.250202,8.90986
14690.6,65748.9,14643,5598,64601.3,5679,66897,403.2,35.25,0.250292,8.90986
14620.2,65260,14682,5984.64,64402.2,6090,66913,718.56,43.5,0.250471,8.91219
20114.6,65842.3,20021,7176.96,65172.4,7217,66929,745.2,4.5,0.250651,8.91452
26174.1,79624.2,21543,16351.9,75879,14123,66937,1797.12,48.75,0.25074,8.91452
8240.64,62775.6,8603,3227.76,63888.4,3311,66945,336.24,12,0.25083,8.91568
12667.5,80148.5,10358,10163.5,76437.5,8714,66953,869.04,31.5,0.25092,8.91568
18035.8,73640.1,16051,10455.1,72993.2,9387,66961,1234.08,27,0.251009,8.91684
22448.6,75283.7,19542,14027,72716,12642,66969,1306.08,39,0.251099,8.91801
17317.1,71778.8,15811,8336.88,70562.5,7743,66985,583.2,0,0.251279,8.92033
21596.2,66065.7,21423,9059.76,64348.2,9227,66993,550.8,30.75,0.251368,8.9215
9686.4,61932.5,10250,3106.8,63173.2,3223,67001,279.36,2.25,0.251458,8.9215
10739.8,66231.9,10627,7360.56,68297,7063,67009,678.24,3,0.251548,8.92266
18453.1,65451.3,18477,6943.68,64219.7,7086,67017,381.6,10.5,0.251638,8.92383
13759.4,69680.4,12941,7610.4,70625.2,7062,67033,1073.52,4.5,0.251817,8.92615
9900.8,62947.1,10308,3095.28,63709.9,3184,67041,456.48,13.5,0.251907,8.92615
18020.5,67346.6,17536,7737.12,65477.8,7744,67049,691.92,16.5,0.251996,8.92732
12126.1,68733.3,11562,5911.2,70705.7,5479,67057,826.56,33,0.252086,8.92848
12496,65103.6,12579,6273.36,67453.8,6095,67065,550.8,3.75,0.252176,8.92964
14007,72446.2,12671,8830.08,70212.1,8242,67073,759.6,17.25,0.252266,8.93081
13221.8,65401.3,13249,5512.32,67777.8,5330,67081,587.52,18.75,0.252355,8.93197
17815,70422,16579,11862.7,70966.3,10955,67089,1445.04,32.25,0.252445,8.93314
18652.2,75741.2,16139,12308.4,70870.1,11382,67097,1769.76,23.25,0.252535,8.93314
17038.1,75136.8,14861,11299,71579.4,10345,67105,763.92,66.75,0.252624,8.9343
16339.2,63727.1,16803,4696.56,63923.9,4815,67113,745.2,37.5,0.252714,8.93546
12567.7,63498.2,12971,5384.88,65075.3,5423,67121,497.52,26.25,0.252804,8.93663
18530.6,69746.1,17412,11363,70666.9,10538,67129,1621.44,51,0.252894,8.93663
20426.2,65872.2,20322,8873.28,64858.3,8966,67137,839.52,12,0.252983,8.93895
13467.5,69595.3,12682,8786.88,69996,8227,67153,649.44,15,0.253163,8.94012
10993.9,68087.1,10582,5080.32,69291.1,4805,67161,725.04,-1.5,0.253253,8.94128
12844.2,64860.1,12978,6062.4,66729.2,5954,67169,663.12,25.5,0.253342,8.94245
12556.2,62748.2,13114,3852,63253.5,3991,67177,520.56,12,0.253432,8.94361
14161.9,64154,14467,4844.88,64865,4895,67193,548.64,33,0.253611,8.94594
8994.56,63561.3,9274,3314.16,63768.9,3406,67201,314.64,0.75,0.253701,8.9471
8510.72,63109.1,8838,3295.44,64238.5,3362,67209,246.96,14.25,0.253791,8.9471
14873.6,72365,13470,7187.04,72075,6535,67217,1262.16,24,0.253881,8.94827
17948.2,73364.3,16033,10370.2,72601.1,9361,67225,973.44,3,0.25397,8.94943
10650.9,63231.8,11039,3344.4,64578.3,3394,67233,228.96,13.5,0.25406,8.95059
11875.8,63925.7,12175,5289.84,65832.7,5266,67241,714.96,37.5,0.25415,8.95176
15489.9,67798.5,14973,7325.28,69524.9,6905,67249,656.64,3,0.25424,8.95176
13029.1,64638.6,13210,4628.16,65270.3,4647,67257,529.92,-5.25,0.254329,8.95408
14597.1,72527.4,13190,8740.08,70872.3,8082,67265,892.08,18,0.254419,8.95408
13730.6,65121.3,13818,3937.68,64210,4019,67273,660.24,-25.5,0.254509,8.95525
13237.1,76702.7,11310,6438.96,69980.7,6030,67281,622.08,13.5,0.254598,8.95641
10762.9,72255.3,9762,6161.76,71371,5658,67289,622.08,34.5,0.254688,8.95641
7857.28,60903,8455,2970.72,62823.2,3099,67297,367.92,-2.25,0.254778,8.95757
9258.88,71127.6,8531,6985.44,71319.2,6419,67305,668.16,15.75,0.254868,8.95874
18575.4,69349.1,17554,10172.9,69693.7,9566,67313,849.6,36.75,0.254957,8.9599
13273,70933.4,12263,6697.44,70897,6191,67321,683.28,0.75,0.255047,8.96107
11052.2,63137.6,11472,3890.88,63684.5,4004,67329,375.84,23.25,0.255137,8.96223
16058.9,64841,16231,5307.84,63768,5455,67337,391.68,9,0.255227,8.96223
18672.6,75557.5,16196,10502.6,71311.8,9652,67345,910.08,26.25,0.255316,8.96339
12833.9,71654.8,11738,7842.96,72160.1,7123,67353,1005.12,0,0.255406,8.96572
20841,66642.3,20495,8958.24,65159.5,9010,67361,627.84,9,0.255496,8.96688
17061.8,73068,15303,10443.6,70742.3,9675,67369,1378.8,0.75,0.255585,8.96805
10132.5,63206,10506,3946.32,64032.2,4039,67377,388.8,30.75,0.255675,8.96805
18967,66153.5,18790,7653.6,64821.2,7738,67385,708.48,43.5,0.255765,8.96921
11602.6,64554.3,11779,3996,66015.1,3967,67393,367.92,23.25,0.255855,8.97038
7706.88,62985.2,8019,2702.88,64110,2763,67401,267.12,-12,0.255944,8.97154
27015,100446,17626,16250.4,84022.6,12675,67409,787.68,24.75,0.256034,8.9727
7395.2,65858.4,7359,2941.92,65091.7,2962,67417,401.04,0,0.256124,8.9727
14847.4,64856.1,15003,5731.2,64249.1,5846,67425,198,8.25,0.256214,8.97387
10380.8,64144.5,10606,4035.6,64854.6,4078,67433,336.24,6,0.256303,8.97503
16393.6,74330.4,14454,8395.92,72917.4,7546,67441,933.12,21.75,0.256393,8.9762
9271.68,63058.2,9636,4641.12,65778.6,4624,67449,422.64,-10.5,0.256483,8.97736
15940.5,65214.8,16019,5022.72,64606.3,5095,67457,696.96,15,0.256572,8.97736
11109.1,64411.9,11303,4736.88,64259.2,4831,67465,288.72,17.25,0.256662,8.97852
21702.4,75066.7,18947,13585,70441,12639,67473,1546.56,38.25,0.256752,8.97969
24654.7,78056.6,20700,20000.9,77063.8,17009,67481,1467.36,50.25,0.256842,8.97969
13289,64521.1,13498,5211.36,64125.4,5326,67489,512.64,16.5,0.256931,8.98085
19048.3,74046.6,16859,9097.92,72306.7,8246,67505,804.96,33,0.257111,8.98318
18209.3,67201.4,17758,10354.3,66954.2,10135,67521,715.68,27,0.25729,8.98551
11845.8,69895,11107,5940,69279.9,5619,67529,912.24,-8.25,0.25738,8.98667
13089.3,71111.6,12063,8192.16,71072.5,7554,67537,485.28,20.25,0.25747,8.98783
15338.9,65625.3,15318,6296.4,64576,6390,67545,336.96,3,0.257559,8.98783
14666.9,64072,15002,4313.52,63870.5,4426,67553,336.96,4.5,0.257649,8.989
9366.4,72080.4,8516,6414.48,69323.8,6064,67561,484.56,-27.75,0.257739,8.99016
9792.64,69644.1,9215,5862.96,68785.4,5586,67569,494.64,2.25,0.257829,8.99132
12287.4,64550.3,12475,4508.64,64039.5,4614,67577,473.76,-12.75,0.257918,8.99249
18916.5,72214.7,17167,9331.92,71429.2,8562,67585,1254.24,-0.75,0.258008,8.99365
10479.4,63999.2,10731,3705.12,63933.3,3798,67601,244.08,26.25,0.258188,8.99598
9192.32,68566.8,8786,6169.68,68461.9,5906,67609,686.16,19.5,0.258277,8.99714
13881.6,75111,12112,9074.88,71836.1,8279,67625,897.12,42,0.258457,8.99831
12590.7,65018.2,12691,3659.04,63590.3,3771,67649,195.84,-23.25,0.258726,9.0018
13289.6,75295.9,11567,7371.36,70196.1,6882,67657,923.04,24.75,0.258816,9.00413
11760.6,77082.2,9999,8156.88,72141.6,7410,67665,648.72,15,0.258905,9.00413
19881.6,78685.9,16559,14291.3,73712.7,12706,67673,1436.4,30.75,0.258995,9.00529
13454.7,64390.9,13694,5615.28,64755.1,5683,67681,455.76,8.25,0.259085,9.00645
21934.1,82751.2,17371,16956.7,77198.7,14395,67689,1432.08,56.25,0.259175,9.00645
17052.2,81056.8,13787,13322.2,73590.8,11864,67697,1109.52,35.25,0.259264,9.00762
18878.7,74879.6,16523,11525,72139.9,10470,67705,839.52,58.5,0.259354,9.00878
11958.4,65747.1,11920,6880.32,67673.5,6663,67721,698.4,7.5,0.259533,9.01111
16341.1,64751.9,16539,4696.56,64472.9,4774,67729,483.12,-12.75,0.259623,9.01227
8342.4,63081.5,8667,3037.68,63179.1,3151,67745,319.68,19.5,0.259803,9.0146
12589.4,64781.8,12736,6687.36,66971.7,6544,67753,678.24,42.75,0.259892,9.0146
14080,73637.1,12531,8997.84,71991.5,8191,67769,793.44,38.25,0.260072,9.01576
8720.64,71314.7,8014,4794.48,70672.8,4446,67777,372.24,3,0.260162,9.01693
17532.2,76011.4,15116,11195.3,71572.9,10251,67785,874.8,25.5,0.260251,9.01809
15572.5,72990.9,13982,10638,72238.3,9651,67793,1175.76,-2.25,0.260341,9.01925
18865.3,66563.8,18574,7758,65434.8,7770,67801,863.28,24.75,0.260431,9.02042
15417,78377.6,12891,10527.1,72913.3,9462,67809,1386,13.5,0.26052,9.02158
9670.4,68470.1,9256,7454.88,69645.5,7015,67817,454.32,-10.5,0.26061,9.02158
13628.8,64040.8,13947,5330.88,64721.1,5398,67825,596.88,12.75,0.2607,9.02275
12766.7,71055.6,11775,8938.8,70148.9,8351,67841,766.8,34.5,0.260879,9.02507
13593.6,64225.4,13871,5574.96,63974.9,5711,67857,643.68,-1.5,0.261059,9.0274
10878.1,63527.5,11222,3054.24,63543.7,3150,67865,187.2,7.5,0.261148,9.0274
9794.56,69778.9,9199,6876,70038.2,6434,67873,489.6,-2.25,0.261238,9.02856
18864,65598.6,18846,8217.36,64953.9,8291,67881,455.04,36,0.261328,9.02973
15573.8,65067.1,15686,5621.76,64750,5690,67889,648,-6,0.261418,9.03089
8190.08,63701.1,8426,2914.56,64377.7,2967,67897,383.04,-15.75,0.261507,9.03089
13183.4,65687.3,13153,4799.52,64640.6,4866,67905,340.56,4.5,0.261597,9.03322
14567.7,67053.5,14238,8812.08,69755.8,8279,67937,597.6,22.5,0.261956,9.03788
19506.6,77388.6,16519,14129.3,72734,12731,67945,937.44,2.25,0.262046,9.03788
12431.4,63282.7,12874,4399.2,64715.1,4455,67961,707.76,-12.75,0.262225,9.0402
8673.92,62979.6,9026,2769.84,63425.7,2862,67969,203.76,-6.75,0.262315,9.04137
10112.6,67372.4,9837,6022.08,69130,5709,67977,509.04,-2.25,0.262405,9.04253
17816.3,69319.1,16844,7381.44,70190.1,6892,67985,725.76,16.5,0.262494,9.04369
15925.8,64578.1,16162,4861.44,64311.5,4954,67993,329.04,10.5,0.262584,9.04486
13968,63437.8,14430,5170.32,63896.3,5303,68001,394.56,7.5,0.262674,9.04602
13740.8,75756.5,11887,9683.28,71191.8,8914,68009,1181.52,42.75,0.262764,9.04602
11326.1,70337,10553,6434.64,70353.8,5994,68025,858.96,17.25,0.262943,9.04835
18026.2,69207.2,17070,10666.1,68383.1,10222,68041,688.32,-29.25,0.263122,9.05184
7733.12,62917.2,8055,2953.44,63690.9,3039,68057,297.36,21.75,0.263302,9.05417
24596.5,76490.2,21074,19338.5,70858,17886,68065,1575.36,-5.25,0.263392,9.05533
16860.8,73367.6,15061,9113.04,71192.3,8389,68073,1042.56,30.75,0.263481,9.0565
16577.9,70247.7,15466,9567.36,70529.4,8890,68081,708.48,7.5,0.263571,9.0565
12485.1,69165.2,11830,8900.64,68319.6,8538,68089,527.76,3.75,0.263661,9.05766
12522.9,64995.6,12627,4846.32,64462.9,4927,68097,287.28,7.5,0.263751,9.05882
12053.1,64199.7,12304,3839.76,63820.1,3943,68105,246.96,-15.75,0.26384,9.05882
15144.3,68152,14563,7819.2,69034,7423,68113,711.36,13.5,0.26393,9.05999
16149.1,65577.1,16139,5904.72,64776,5974,68121,783.36,-10.5,0.26402,9.06115
21626.2,76503.1,18526,13681.4,72914.3,12297,68129,830.88,6.75,0.264109,9.06115
12641.3,75817.6,10927,7542.72,71196.9,6943,68145,824.4,41.25,0.264289,9.06348
9598.72,71427.5,8807,5659.2,70738.4,5243,68153,416.16,39.75,0.264379,9.06464
15954.6,65517.8,15959,5479.92,63823,5627,68161,352.08,24.75,0.264468,9.06581
17856.6,80712.6,14499,11848.3,73122.9,10619,68177,847.44,26.25,0.264648,9.06697
19335.7,76995,16458,10525.7,73267.2,9415,68185,1088.64,47.25,0.264738,9.06813
10243.2,69485.4,9661,6220.8,69701.9,5849,68193,537.84,-1.5,0.264827,9.0693
11888.6,65297.8,11932,4419.36,64304.4,4504,68201,367.2,7.5,0.264917,9.07046
5889.92,64462.6,5988,2302.56,64076.7,2355,68209,185.76,-6.75,0.265007,9.07162
14640,75180,12762,8426.16,72717.5,7594,68217,858.24,3.75,0.265096,9.07279
11748.5,64194.5,11994,3693.6,62662.1,3863,68225,145.44,12.75,0.265186,9.07279
11540.5,64981.3,11639,3462.48,63902.3,3551,68233,236.88,-6.75,0.265276,9.07395
16401.3,73520.8,14620,11478.2,69884.6,10764,68241,692.64,21,0.265366,9.07512
9914.88,63282.2,10268,3449.52,63788.9,3544,68249,203.76,-21,0.265455,9.07512
11171.2,64271.4,11391,4318.56,63873,4431,68265,399.6,-6,0.265635,9.07744
12911.4,74967.6,11287,7611.12,71512.9,6975,68273,710.64,6.75,0.265725,9.07861
12368.6,66852.9,12125,6130.08,67942,5913,68281,635.76,18.75,0.265814,9.07861
13243.5,73540.7,11802,5666.4,69659.2,5331,68289,421.2,5.25,0.265904,9.07977
12285.4,63707.8,12638,3741.84,62765.6,3907,68297,247.68,-0.75,0.265994,9.08093
25706.2,77042.3,21867,15117.8,73948.6,13398,68305,1939.68,39,0.266083,9.08326
20062.1,79208.9,16599,15429.6,72920.9,13867,68321,1183.68,51,0.266263,9.08443
10561.9,64198.3,10782,3283.2,62877.8,3422,68329,287.28,8.25,0.266353,9.08559
6819.2,63211.2,7070,2764.08,62143,2915,68337,186.48,15,0.266442,9.08675
20645.8,72223.8,18734,10023.1,71098.1,9239,68345,1255.68,19.5,0.266532,9.08675
9553.92,63701.9,9829,3334.32,63726.5,3429,68353,483.12,22.5,0.266622,9.08792
19053.4,81741.7,15276,14138.6,74942.6,12364,68361,1602.72,36.75,0.266712,9.08908
24000.6,77437.3,20312,16426.1,72623.6,14823,68369,1630.08,29.25,0.266801,9.09025
18780.8,68622.8,17936,8623.44,68987.5,8192,68377,846,21.75,0.266891,9.09141
10126.1,71028.9,9343,5843.52,69553.4,5506,68385,635.76,9.75,0.266981,9.09257
11314.6,65446.7,11330,5760.72,67780,5570,68417,579.6,1.5,0.26734,9.09606
17095,65832.7,17018,7640.64,65039.2,7699,68425,726.48,27,0.267429,9.09723
10090.9,63478.2,10418,2927.52,63403.2,3026,68433,290.88,9,0.267519,9.09839
8672,62819.5,9047,3550.32,62969.9,3695,68441,325.44,13.5,0.267609,9.09839
23143.7,73875.8,20531,13870.8,71651.1,12687,68449,1123.92,16.5,0.267699,9.09956
15004.8,65851.1,14933,9820.8,67713.4,9505,68457,648,27.75,0.267788,9.10072
12946.6,63717.8,13316,4021.92,62832.1,4195,68473,315.36,15.75,0.267968,9.10188
17328.6,72146,15741,10637.3,69510.9,10029,68481,636.48,30,0.268057,9.10188
21031.7,75728.4,18201,11749.7,72637.2,10601,68489,1036.08,41.25,0.268147,9.10305
20238.7,65457.5,20263,9767.52,64816.1,9876,68497,522.72,1.5,0.268237,9.10421
22211.8,66896.8,21760,9972,65040.3,10048,68505,1185.12,15.75,0.268327,9.10537
18741.8,71719,17126,11715.8,71959.6,10670,68513,1039.68,26.25,0.268416,9.10654
