"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
14254.1,66692,14007,7160.4,67009,7003,401.04,9.75,1.31191
13308.2,76951.1,11334,9242.64,74578.4,8122,1226.88,20.25,1.31191
18727.7,79686.9,15402,11021.8,74076.7,9751,210147,24,1.31191
14483.8,71278.3,13317,7422.48,72322.3,6726,155650,26.25,1.31191
13287.7,65069.2,13383,4061.52,65706.2,4051,5966.64,-12,1.31426
10816.6,64484.6,10993,3517.92,65460.1,3522,101279,17.25,1.31426
14402.6,74152.4,12729,9849.6,73536.5,8778,111556,48,1.31426
25211.5,80327.8,20569,15598.1,75918,13465,117258,30.75,1.31426
12763.5,65703.4,12731,7534.08,68472.3,7211,78849.4,3.75,1.31661
21841.3,69009.3,20742,10029.6,69262.4,9490,862.56,13.5,1.31661
15470.7,68257,14854,6946.56,69461.4,6554,132313,34.5,1.31661
10922.9,64548.4,11090,4448.88,66536.2,4382,80353.4,-12,1.31661
7797.12,64138.6,7967,2696.4,66085,2674,44020.1,40.5,1.31661
10326.4,65191.3,10381,4743.36,68441.4,4542,62495.3,9.75,1.31661
13557.1,73507,12087,8233.2,73843,7307,108140,49.5,1.31661
7083.52,63151.4,7351,2850.48,65158.4,2867,54576.7,-15.75,1.31661
17818.9,74518.4,15671,11491.9,72759.6,10351,65481.1,27,1.31897
15560.3,65663.9,15530,6554.88,66099.5,6499,102632,-1.5,1.31897
13973.1,65205.2,14044,3819.6,66152.6,3784,80174.9,19.5,1.31897
13095,64087.6,13391,7784.64,65999.2,7730,73042.6,29.25,1.31897
13545,79755.8,11130,11075.8,72282.5,10042,87068.2,24,1.31897
21066.2,67613.4,20419,8590.32,66648,8447,714.24,42,1.31897
21398.4,72440,19359,12880.1,72201.6,11691,61356.2,20.25,1.32132
23033.6,81848.4,18443,13051.4,76437.8,11190,29950.6,37.5,1.32132
14463.4,67899.1,13960,9534.24,71565.2,8731,83533.7,9.75,1.32132
14488.3,65709.8,14450,6030.72,67699.4,5838,37653.1,12.75,1.32132
9157.76,72738.2,8251,6878.16,71618.5,6294,31111.2,16.5,1.32132
18145.9,67542,17607,12021.1,68774.9,11455,1018.08,22.5,1.32132
16304.6,74488.7,14345,7511.04,72634.4,6777,128233,23.25,1.32132
22714.9,67362.4,22099,10604.2,66445.6,10459,9128.88,21.75,1.32132
14718.1,73754.7,13078,8226,74979,7190,195467,17.25,1.32132
11065,66242.2,10947,4328.64,65987.9,4299,429.84,4.5,1.32367
7964.8,72709.4,7179,5447.52,71202.4,5014,812.16,17.25,1.32367
16538.9,76708.6,14130,9828,74495.5,8646,169482,27.75,1.32367
17944.3,74064.7,15878,10800.7,73290.1,9658,95357.5,31.5,1.32367
15694.1,67934.4,15140,7737.12,69006.5,7348,56538,15.75,1.32367
14215,72650.5,12823,10029.6,72911.8,9015,55788.5,42.75,1.32367
21387.5,80824.2,17342,14469.1,75533.6,12554,81385.2,67.5,1.32367
13292.2,65759.4,13247,6956.64,68178.6,6687,52356.2,12,1.32367
