"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
12696.3,70741.9,11762,5900.81,66859.5,5784,16627.5,891.48,1.58313
20466.6,73657.1,18210,11507,69955.5,10780,10604.6,480.76,1.58313
22614.4,76544.6,19362,14178,71233.4,13044,11632.6,830.28,1.58527
17254.4,71087.2,15907,6265.04,69344,5921,12572.7,91.12,1.59493
14464.6,64804.1,14628,9673.04,63969,9910,6840.14,779.28,1.59601
12928.6,65056.2,13024,3880.15,63036.6,4034,9718.48,513.4,1.60352
10969,65285.8,11011,3410.13,62339.3,3585,11063.9,476.68,1.60352
9820.16,63138.8,10193,3355.46,62137.2,3539,6245.87,244.12,1.60889
11706.9,70581.6,10870,7730.48,67156,7544,9600.62,503.2,1.61318
8013.44,70416.8,7458,5601.9,68493.7,5360,7104.26,575.96,1.61855
17919.4,70796,16588,10547,67919,10177,12694.8,839.8,1.61962
11259.5,68286.5,10806,4559.62,66052,4524,8860.8,607.24,1.62284
10224.6,63829.5,10498,3076.43,61319,3288,7048.17,303.28,1.62821
9121.92,65708.3,9098,7036.1,66481.8,6936,7125.56,501.16,1.63357
17519.4,64761.1,17729,7740.42,65211,7779,7883.84,669.12,1.63894
12663.7,66150.7,12546,7472.04,66860.7,7324,7060.24,484.84,1.64109
17163.5,65007.7,17303,6567.5,62586.5,6877,8872.16,380.12,1.65075
11865.6,62354.6,12471,3909.26,62229.1,4117,10612.4,451.52,1.65397
13766.4,64952.8,13890,5587.7,63841.6,5736,10922.6,523.6,1.65397
12900.5,63821.7,13247,4958.64,62723.3,5181,10714.6,388.28,1.65397
16620.2,69612,15647,7605.52,67575.3,7376,9974.08,822.12,1.66255
12671.4,70268.3,11818,9621.21,67242.8,9377,7579.25,286.28,1.6647
11063,63221.8,11468,3811.28,62537.8,3994,11174,503.2,1.67007
14177.3,68559.8,13552,5997.37,67232.9,5846,13156.3,744.6,1.67114
12736,75046.4,11122,7239.16,74036.4,6408,6879.9,432.48,1.67436
12346.9,63399.3,12763,4737.12,61634.3,5037,8135.89,418.2,1.67758
19696,67918.8,19005,7825.62,65996.6,7771,7146.86,345.44,1.67758
13355.5,63347.1,13817,4547.55,61284.9,4863,7188.04,544,1.6808
14143.4,68888.8,13455,11134.9,66777,10928,10199.1,403.92,1.68187
16966.4,73354.7,15158,13510.6,69983.4,12652,13579.5,720.8,1.68187
7548.16,60585,8165,2362.88,61086.3,2535,8354.57,401.88,1.68295
29697.9,86417,22522,23310,74972.8,20376,17318.3,924.8,1.68402
12340.5,64114.9,12614,4061.2,62713.2,4244,6322.55,359.04,1.69046
