,number_mutation,mean,color,trajectory
1,1,9.340321791112965,1,45
2,2,9.560494192362476,1,45
3,3,9.238525899613396,1,45
4,4,9.474189988537717,1,45
5,5,9.473285709729797,1,45
0,0,9.050253437849786,1,46
1,1,9.534072894187453,1,46
2,2,9.492751248765709,1,46
3,3,9.529082917257504,1,46
4,4,9.449919280018875,1,46
5,5,9.478874391830969,1,46
0,0,8.997420309681157,1,47
1,1,9.205101412771807,1,47
2,2,9.518453163535476,1,47
3,3,9.54550622967669,1,47
4,4,9.553636911850065,1,47
5,5,9.43311984174156,1,47
0,0,9.033693603863576,1,48
1,1,8.152567629837629,1,48
2,2,9.244588057540083,1,48
3,3,8.98243161259179,1,48
4,4,9.239494417355973,1,48
5,5,9.330581307258823,1,48
0,0,9.033693603863576,1,49
1,1,8.863158180212725,1,49
2,2,9.50817554844385,1,49
3,3,9.55563783051422,1,49
4,4,9.429760075620862,1,49
5,5,9.417874888550088,1,49
0,0,9.033693603863576,1,50
1,1,8.508012180880346,1,50
2,2,8.929105802695844,1,50
3,3,9.053044407998351,1,50
4,4,9.517928035459263,1,50
5,5,9.478874391830969,1,50
0,0,8.500764925904381,1,51
1,1,8.644509642096935,1,51
2,2,9.279962873395197,1,51
3,3,8.982869116267558,1,51
4,4,9.347347313649525,1,51
5,5,9.478874391830969,1,51
0,0,9.033693603863576,1,52
1,1,9.128374308957321,1,52
2,2,8.763709237173076,1,52
3,3,9.379935215816696,1,52
4,4,9.467696372139256,1,52
5,5,9.432131208522705,1,52
0,0,9.001881730992766,1,53
1,1,8.995410803681128,1,53
2,2,9.60894015934229,1,53
3,3,9.323288724044136,1,53
4,4,9.268443353114527,1,53
5,5,9.444586953679437,1,53
0,0,9.033693603863576,1,54
1,1,8.580480790341772,1,54
2,2,9.276496520678627,1,54
3,3,9.387983516660393,1,54
4,4,9.263768739459627,1,54
5,5,9.478874391830969,1,54
0,0,8.893187070172347,1,55
1,1,8.459825574097183,1,55
2,2,9.447323887027302,1,55
3,3,9.450853809105716,1,55
4,4,9.449919280018875,1,55
5,5,9.478874391830969,1,55
0,0,8.950427206256954,1,56
1,1,8.96255398775399,1,56
2,2,9.423817068495019,1,56
3,3,9.26699705166422,1,56
4,4,9.237264028309896,1,56
5,5,9.347918423286803,1,56
0,0,9.033693603863576,1,57
1,1,8.8177579044662,1,57
2,2,9.651717912986973,1,57
3,3,9.621403158556594,1,57
4,4,9.48681386627281,1,57
5,5,9.478874391830969,1,57
0,0,9.033693603863576,1,58
1,1,9.373237738400821,1,58
2,2,9.897067453217112,1,58
3,3,9.668336748749006,1,58
4,4,9.541292304876599,1,58
5,5,9.478874391830969,1,58
0,0,8.932726263928297,1,59
1,1,9.148622267133707,1,59
2,2,9.567996976128672,1,59
3,3,9.604536240770319,1,59
4,4,9.677179230855266,1,59
5,5,9.416674319905367,1,59
0,0,8.95452901119642,1,60
1,1,8.802102973385255,1,60
2,2,9.298169886033682,1,60
3,3,9.118580159633478,1,60
4,4,9.452973394074212,1,60
5,5,9.456637077641624,1,60
0,0,8.997420309681157,1,61
1,1,9.386923843213355,1,61
2,2,9.529091419647209,1,61
3,3,9.41319933357329,1,61
4,4,9.22163159880928,1,61
5,5,9.478874391830969,1,61
0,0,8.974028352146073,1,62
1,1,9.380842440553987,1,62
2,2,9.66161268117453,1,62
3,3,9.70765983753091,1,62
4,4,9.581553926489349,1,62
5,5,9.478874391830969,1,62
0,0,8.858311420382623,1,63
1,1,9.020293940070639,1,63
2,2,9.447323887027302,1,63
3,3,9.413199794806284,1,63
4,4,9.179593147301691,1,63
5,5,9.478874391830969,1,63
0,0,8.984097264555114,1,64
1,1,9.231898610518442,1,64
2,2,9.716283836026411,1,64
3,3,9.406616564464594,1,64
4,4,9.674694146540569,1,64
5,5,9.5867062016948,1,64
0,0,9.033693603863576,1,65
1,1,9.401109681715523,1,65
2,2,9.6548555424211,1,65
3,3,9.515163149922556,1,65
4,4,9.462636142140996,1,65
5,5,9.473285709729797,1,65
0,0,9.033693603863576,1,66
1,1,9.064071435854503,1,66
2,2,9.241727111454415,1,66
3,3,9.333454570055425,1,66
4,4,9.320230190441059,1,66
5,5,9.34616982426938,1,66
0,0,8.789150136935401,1,67
1,1,8.171818515546994,1,67
2,2,9.242846750979961,1,67
3,3,9.41319933357329,1,67
4,4,9.22163159880928,1,67
5,5,9.478874391830969,1,67
0,0,8.976828423403067,1,68
1,1,8.844386918578971,1,68
2,2,9.330676831169628,1,68
3,3,9.61006338642727,1,68
4,4,9.513877202269063,1,68
5,5,9.444586953679437,1,68
0,0,9.033693603863576,1,69
1,1,9.202287076755036,1,69
2,2,9.54310462806244,1,69
3,3,9.499775567678247,1,69
4,4,9.397425988445454,1,69
5,5,9.478874391830969,1,69
0,0,9.033693603863576,1,70
1,1,8.92254448941497,1,70
2,2,9.3732409912139,1,70
3,3,9.621403158556594,1,70
4,4,9.581553926489349,1,70
5,5,9.478874391830969,1,70
0,0,9.076487412304738,1,71
1,1,9.4728238049873,1,71
2,2,9.87291550044676,1,71
3,3,9.676745779826073,1,71
4,4,9.45906585311167,1,71
5,5,9.417874888550088,1,71
0,0,9.033693603863576,1,72
1,1,8.830640393998863,1,72
2,2,9.523116432574177,1,72
3,3,9.08896104714151,1,72
4,4,9.442833383497517,1,72
5,5,9.478874391830969,1,72
0,0,9.033693603863576,1,73
1,1,8.648745756152756,1,73
2,2,9.495263559965208,1,73
3,3,9.621403158556594,1,73
4,4,9.48681386627281,1,73
5,5,9.478874391830969,1,73
0,0,9.033693603863576,1,74
1,1,8.213803239547232,1,74
2,2,9.31330989257639,1,74
3,3,9.287901454221467,1,74
4,4,9.393055756164431,1,74
5,5,9.417874888550088,1,74
0,0,8.976828423403067,1,75
1,1,8.707103029073906,1,75
2,2,9.136856528405572,1,75
3,3,8.856512850848915,1,75
4,4,9.293629582448151,1,75
5,5,9.358264136979113,1,75
0,0,9.050253437849786,1,76
1,1,9.166132456899415,1,76
2,2,9.87925662066,1,76
3,3,9.66769296982166,1,76
4,4,9.479604221804482,1,76
5,5,9.478874391830969,1,76
0,0,8.581050927723414,1,77
1,1,8.685559809072558,1,77
2,2,8.904092862620063,1,77
3,3,9.084750064762977,1,77
4,4,9.388572593606312,1,77
5,5,9.442193232662262,1,77
0,0,9.033693603863576,1,78
1,1,8.490367802719273,1,78
2,2,9.379122078305333,1,78
3,3,9.319922718999113,1,78
4,4,9.372166043438291,1,78
5,5,9.442193232662262,1,78
0,0,9.033693603863576,1,79
1,1,9.157657553812578,1,79
2,2,9.561312698505004,1,79
3,3,9.5810171741579,1,79
4,4,9.337252909725368,1,79
5,5,9.380203531982488,1,79
0,0,9.033693603863576,1,80
1,1,8.947145394171393,1,80
2,2,9.645144204513697,1,80
3,3,9.606108588525846,1,80
4,4,9.504360967758933,1,80
5,5,9.478874391830969,1,80
0,0,9.033693603863576,1,81
1,1,8.997498847442678,1,81
2,2,9.414346644957915,1,81
3,3,9.514503845435684,1,81
4,4,9.517928035459263,1,81
5,5,9.478874391830969,1,81
0,0,9.047408189387795,1,82
1,1,8.859978360341922,1,82
2,2,9.609704128712158,1,82
3,3,9.549692715764662,1,82
4,4,9.513133620990155,1,82
5,5,9.478874391830969,1,82
0,0,9.033693603863576,1,83
1,1,8.98807200159002,1,83
2,2,9.451601735549138,1,83
3,3,9.413126533992106,1,83
4,4,9.191362390098547,1,83
5,5,9.473285709729797,1,83
0,0,8.970303427004882,1,84
1,1,8.746371104737543,1,84
2,2,9.507639287151637,1,84
3,3,9.402901962234251,1,84
4,4,9.439296513228726,1,84
5,5,9.421972899999753,1,84
0,0,9.050253437849786,1,85
1,1,8.995058833298316,1,85
2,2,9.425186520835195,1,85
3,3,9.332558730110673,1,85
4,4,9.22163159880928,1,85
5,5,9.478874391830969,1,85
0,0,9.033693603863576,1,86
1,1,8.824130489630907,1,86
2,2,9.42340264520441,1,86
3,3,9.221347562620329,1,86
4,4,9.412359751636188,1,86
5,5,9.417874888550088,1,86
0,0,8.459827248183753,1,87
1,1,8.685608611083843,1,87
2,2,9.117970628125432,1,87
3,3,8.795292148543286,1,87
4,4,8.996580946626587,1,87
5,5,9.384965796045025,1,87
0,0,9.013628744269944,1,88
1,1,9.468503249251423,1,88
2,2,9.533978394956357,1,88
3,3,9.573080262757266,1,88
4,4,9.581561722121956,1,88
5,5,9.507411889344954,1,88
0,0,9.033693603863576,1,89
1,1,8.979630339466198,1,89
2,2,9.555764824960503,1,89
3,3,9.072088601653016,1,89
4,4,9.351811646592951,1,89
5,5,9.387321899457868,1,89
0,0,8.997420309681157,1,90
1,1,8.987319801266597,1,90
2,2,9.393710034739499,1,90
3,3,9.391909059083044,1,90
4,4,9.360407579969868,1,90
5,5,9.355219202326845,1,90
0,0,8.976828423403067,1,91
1,1,8.54491388475429,1,91
2,2,9.307594896704652,1,91
3,3,9.339694856933294,1,91
4,4,9.480704558007332,1,91
5,5,9.473285709729797,1,91
0,0,9.050253437849786,1,92
1,1,9.0839694047181,1,92
2,2,9.008544839528406,1,92
3,3,9.568239658678385,1,92
4,4,9.474591384044615,1,92
5,5,9.478874391830969,1,92
0,0,9.033693603863576,1,93
1,1,9.026909406118833,1,93
2,2,9.701925401703358,1,93
3,3,9.571212874797268,1,93
4,4,9.618184898770073,1,93
5,5,9.507411889344954,1,93
0,0,9.050253437849786,1,94
1,1,8.942273659481128,1,94
2,2,9.54786677739537,1,94
3,3,9.396984415342288,1,94
4,4,9.344703679868658,1,94
5,5,9.341806443839651,1,94
0,0,9.033693603863576,1,95
1,1,9.009760088166773,1,95
2,2,9.14651548496892,1,95
3,3,9.25417390044141,1,95
4,4,9.480501927405264,1,95
5,5,9.478874391830969,1,95
0,0,9.002181117221085,1,96
1,1,9.04897623401172,1,96
2,2,9.467086256828669,1,96
3,3,9.51471466692938,1,96
4,4,9.497912866033749,1,96
5,5,9.478874391830969,1,96
0,0,9.033693603863576,1,97
1,1,8.963243559339743,1,97
2,2,9.437325344271525,1,97
3,3,9.05072931206891,1,97
4,4,9.44408894505012,1,97
5,5,9.417874888550088,1,97
0,0,9.050253437849786,1,98
1,1,9.26359110349518,1,98
2,2,9.079089193640742,1,98
3,3,9.125865290321132,1,98
4,4,9.164805533316947,1,98
5,5,9.470652900407119,1,98
0,0,8.85889210005806,1,99
1,1,8.776251123619435,1,99
2,2,9.407503590902545,1,99
3,3,9.746504252908442,1,99
4,4,9.593973150703409,1,99
5,5,9.478874391830969,1,99
0,0,9.033693603863576,2,0
1,1,8.790070194188049,2,0
2,2,8.738929579746074,2,0
3,3,9.07767331035138,2,0
4,4,9.207982886630193,2,0
5,5,9.417874888550088,2,0
0,0,9.033693603863576,2,1
1,1,8.481711291443895,2,1
2,2,9.185660324003821,2,1
3,3,9.655873281466524,2,1
4,4,9.682999978251823,2,1
5,5,9.580082109819086,2,1
0,0,8.437399067478175,2,2
1,1,7.67735099693326,2,2
2,2,8.676750493658306,2,2
3,3,9.529082917257504,2,2
4,4,9.449919280018875,2,2
5,5,9.478874391830969,2,2
0,0,8.982669267146527,2,3
1,1,8.053186720534127,2,3
2,2,8.442247726463298,2,3
3,3,9.439972424253126,2,3
4,4,9.449919280018875,2,3
5,5,9.478874391830969,2,3
0,0,8.976828423403067,2,4
1,1,8.710545219482821,2,4
2,2,8.838028953890575,2,4
3,3,9.263944093248554,2,4
4,4,9.3002676868754,2,4
5,5,9.364442924507541,2,4
0,0,9.033693603863576,2,5
1,1,8.712049893012626,2,5
2,2,8.506357520222691,2,5
3,3,9.124857645230522,2,5
4,4,9.419602332116543,2,5
5,5,9.384965796045025,2,5
0,0,9.047408189387795,2,6
1,1,8.360493418548964,2,6
2,2,8.646977313145422,2,6
3,3,9.580831087987635,2,6
4,4,9.477027749286698,2,6
5,5,9.478874391830969,2,6
0,0,9.033693603863576,2,7
1,1,8.773163697817079,2,7
2,2,8.952307661864582,2,7
3,3,9.621403158556594,2,7
4,4,9.581553926489349,2,7
5,5,9.478874391830969,2,7
0,0,9.033693603863576,2,8
1,1,8.435971722031965,2,8
2,2,7.901771976895705,2,8
3,3,9.028487182624986,2,8
4,4,9.474863199311288,2,8
5,5,9.478874391830969,2,8
0,0,9.050253437849786,2,9
1,1,8.985587232844791,2,9
2,2,8.98440529528362,2,9
3,3,9.079092032470877,2,9
4,4,9.22163159880928,2,9
5,5,9.478874391830969,2,9
0,0,8.981393959710967,2,10
1,1,8.849762442575125,2,10
2,2,9.163619987820084,2,10
3,3,9.718020141076586,2,10
4,4,9.531119883020004,2,10
5,5,9.478874391830969,2,10
0,0,9.033693603863576,2,11
1,1,8.167713363783703,2,11
2,2,8.508321490718501,2,11
3,3,9.50136843913206,2,11
4,4,9.483959876348077,2,11
5,5,9.43311984174156,2,11
0,0,8.581050927723414,2,12
1,1,7.727729395112679,2,12
2,2,7.761181188750021,2,12
3,3,8.893796947598442,2,12
4,4,9.367831208959377,2,12
5,5,9.417034870833515,2,12
0,0,9.109139537737395,2,13
1,1,8.820673588187137,2,13
2,2,9.190995502596353,2,13
3,3,9.535281438820297,2,13
4,4,9.646015808171187,2,13
5,5,9.454157829322535,2,13
0,0,8.581050927723414,2,14
1,1,7.613432183777021,2,14
2,2,8.84080584931495,2,14
3,3,9.550136903862839,2,14
4,4,9.581553926489349,2,14
5,5,9.478874391830969,2,14
0,0,9.033693603863576,2,15
1,1,8.895983906282183,2,15
2,2,9.045306736015826,2,15
3,3,9.479291117280805,2,15
4,4,9.598698344052325,2,15
5,5,9.5867062016948,2,15
0,0,9.033693603863576,2,16
1,1,8.481943826583185,2,16
2,2,8.299498870451187,2,16
3,3,9.31223541155382,2,16
4,4,9.271462675814533,2,16
5,5,9.380203531982488,2,16
0,0,9.033693603863576,2,17
1,1,8.212004471167521,2,17
2,2,8.766661117765292,2,17
3,3,9.35711197667881,2,17
4,4,9.160308953525263,2,17
5,5,9.44147608808092,2,17
0,0,8.581050927723414,2,18
1,1,7.764377382282791,2,18
2,2,7.962901678284044,2,18
3,3,8.83076092427159,2,18
4,4,9.059911452613491,2,18
5,5,9.40729800690912,2,18
0,0,9.033693603863576,2,19
1,1,8.885411059851064,2,19
2,2,9.390229546173694,2,19
3,3,9.619370029768293,2,19
4,4,9.625163493854178,2,19
5,5,9.561557176365675,2,19
0,0,9.017682513378606,2,20
1,1,8.828167604733702,2,20
2,2,9.03119444589319,2,20
3,3,9.429458957348473,2,20
4,4,9.336425460338589,2,20
5,5,9.35256142419288,2,20
0,0,9.047408189387795,2,21
1,1,8.727616572976185,2,21
2,2,9.33131058124669,2,21
3,3,9.745160035721533,2,21
4,4,9.756152419512036,2,21
5,5,9.5867062016948,2,21
0,0,8.581050927723414,2,22
1,1,7.757620145013167,2,22
2,2,7.930598570334477,2,22
3,3,9.501108059522021,2,22
4,4,9.542742624776771,2,22
5,5,9.478874391830969,2,22
0,0,9.01668384270333,2,23
1,1,8.559446764470886,2,23
2,2,8.902180712399268,2,23
3,3,9.64983114651679,2,23
4,4,9.713424516808798,2,23
5,5,9.578973909114797,2,23
0,0,8.997420309681157,2,24
1,1,8.212004231588567,2,24
2,2,8.235811513524723,2,24
3,3,9.45298804446108,2,24
4,4,9.381986373185164,2,24
5,5,9.288938989495387,2,24
0,0,8.976828423403067,2,25
1,1,8.8971695626177,2,25
2,2,8.952876813229945,2,25
3,3,9.424666934005051,2,25
4,4,9.405731278333509,2,25
5,5,9.442193232662262,2,25
0,0,9.033693603863576,2,26
1,1,8.397549309620935,2,26
2,2,9.149816723940152,2,26
3,3,9.469856315281652,2,26
4,4,9.160308953525263,2,26
5,5,9.419888153031572,2,26
0,0,8.95452901119642,2,27
1,1,8.102424021380923,2,27
2,2,8.31659174702928,2,27
3,3,9.39221271872364,2,27
4,4,9.650962985802524,2,27
5,5,9.560107239088032,2,27
0,0,8.581050927723414,2,28
1,1,7.673049287853615,2,28
2,2,8.9833611063195,2,28
3,3,9.334656696548736,2,28
4,4,9.383554228148292,2,28
5,5,9.431114984893506,2,28
0,0,9.033693603863576,2,29
1,1,8.717267119773501,2,29
2,2,8.620419534168285,2,29
3,3,9.023423772398838,2,29
4,4,9.517928035459263,2,29
5,5,9.478874391830969,2,29
0,0,9.033693603863576,2,30
1,1,8.435971722031965,2,30
2,2,8.054574781617665,2,30
3,3,8.864210435127713,2,30
4,4,9.061959337904838,2,30
5,5,9.442193232662262,2,30
0,0,9.033693603863576,2,31
1,1,8.264103391166334,2,31
2,2,8.760839105993881,2,31
3,3,9.499844880235532,2,31
4,4,9.501457163649066,2,31
5,5,9.371833652228414,2,31
0,0,9.013628744269944,2,32
1,1,8.764886055333376,2,32
2,2,9.099067069112,2,32
3,3,9.613131299575263,2,32
4,4,9.503931323064196,2,32
5,5,9.417874888550088,2,32
0,0,9.033693603863576,2,33
1,1,8.167713363783703,2,33
2,2,8.601918017995438,2,33
3,3,9.431150277543267,2,33
4,4,9.329853761268934,2,33
5,5,9.384965796045025,2,33
0,0,8.95452901119642,2,34
1,1,8.411908198360148,2,34
2,2,7.653306505954048,2,34
3,3,8.865964951119457,2,34
4,4,9.363549906716898,2,34
5,5,9.478874391830969,2,34
0,0,9.033693603863576,2,35
1,1,7.972075981887972,2,35
2,2,8.589342767105865,2,35
3,3,9.459898922900267,2,35
4,4,9.428959164581315,2,35
5,5,9.507411889344954,2,35
0,0,9.033693603863576,2,36
1,1,8.805342947292127,2,36
2,2,9.294866983142073,2,36
3,3,9.556820057600572,2,36
4,4,9.397937968225884,2,36
5,5,9.407109045906028,2,36
0,0,9.033693603863576,2,37
1,1,8.282953519278122,2,37
2,2,8.759211892380202,2,37
3,3,8.967755512326798,2,37
4,4,9.179593147301691,2,37
5,5,9.478874391830969,2,37
0,0,9.047408189387795,2,38
1,1,8.869386213656405,2,38
2,2,8.93458368696017,2,38
3,3,9.118431520047771,2,38
4,4,9.255797878528819,2,38
5,5,9.478874391830969,2,38
0,0,8.997420309681157,2,39
1,1,8.068848554067465,2,39
2,2,8.327268149879535,2,39
3,3,8.879649502190956,2,39
4,4,9.467076316831564,2,39
5,5,9.507411889344954,2,39
0,0,9.033693603863576,2,40
1,1,7.836539616148069,2,40
2,2,8.231185090113037,2,40
3,3,9.090010401475745,2,40
4,4,9.422261450600578,2,40
5,5,9.489621503151858,2,40
0,0,9.013628744269944,2,41
1,1,8.506388021259554,2,41
2,2,8.847022912638755,2,41
3,3,9.079092032470877,2,41
4,4,9.22163159880928,2,41
5,5,9.478874391830969,2,41
0,0,9.033693603863576,2,42
1,1,8.768246687503547,2,42
2,2,9.1935103607865,2,42
3,3,9.615237142014744,2,42
4,4,9.468097424995939,2,42
5,5,9.421972899999753,2,42
0,0,9.041333627358084,2,43
1,1,9.07089545774949,2,43
2,2,9.088202247654259,2,43
3,3,9.621403158556594,2,43
4,4,9.48681386627281,2,43
5,5,9.478874391830969,2,43
0,0,8.979174171766871,2,44
1,1,8.496497706848217,2,44
2,2,8.772669040138316,2,44
3,3,9.542558392867477,2,44
4,4,9.466929795332248,2,44
5,5,9.417874888550088,2,44
0,0,8.472160979228812,2,45
1,1,8.276107894627398,2,45
2,2,9.206383916960748,2,45
3,3,9.514503845435684,2,45
4,4,9.449919280018875,2,45
5,5,9.478874391830969,2,45
0,0,9.00440123705755,2,46
1,1,8.679033234225148,2,46
2,2,9.23733860951117,2,46
3,3,9.514503845435684,2,46
4,4,9.517928035459263,2,46
5,5,9.478874391830969,2,46
0,0,8.967129411316753,2,47
1,1,8.080967067687045,2,47
2,2,8.07952071091002,2,47
3,3,8.987966343222494,2,47
4,4,9.10970995554733,2,47
5,5,9.384965796045025,2,47
0,0,9.088328764822156,2,48
1,1,8.687402185079105,2,48
2,2,9.295503350454021,2,48
3,3,9.80925219529998,2,48
4,4,9.609077893824159,2,48
5,5,9.478874391830969,2,48
0,0,9.033693603863576,2,49
1,1,8.62839971748157,2,49
2,2,9.085416007540017,2,49
3,3,9.610668474252329,2,49
4,4,9.408421122477513,2,49
5,5,9.478874391830969,2,49
0,0,8.95452901119642,2,50
1,1,8.394718875662557,2,50
2,2,8.968268340538483,2,50
3,3,9.251409526116554,2,50
4,4,9.22163159880928,2,50
5,5,9.478874391830969,2,50
0,0,9.06946227786502,2,51
1,1,8.049594735965726,2,51
2,2,7.996728573864198,2,51
3,3,8.805214564555477,2,51
4,4,9.038063127521355,2,51
5,5,9.384965796045025,2,51
0,0,9.013628744269944,2,52
1,1,9.088883365178415,2,52
2,2,9.039089972824891,2,52
3,3,9.477092948356415,2,52
4,4,9.46054344222038,2,52
5,5,9.478874391830969,2,52
0,0,9.033693603863576,2,53
1,1,8.167713363783703,2,53
2,2,8.428156919654283,2,53
3,3,9.439972424253126,2,53
4,4,9.449919280018875,2,53
5,5,9.478874391830969,2,53
0,0,9.06814179122044,2,54
1,1,8.953611867644268,2,54
2,2,9.001804042552555,2,54
3,3,9.615115219696328,2,54
4,4,9.657843842389688,2,54
5,5,9.568843952232307,2,54
0,0,9.047408189387795,2,55
1,1,8.96329544615718,2,55
2,2,9.019332235501397,2,55
3,3,9.493183421754896,2,55
4,4,9.388691343891203,2,55
5,5,9.40762749922805,2,55
0,0,9.047408189387795,2,56
1,1,8.680931996191156,2,56
2,2,8.848279045878341,2,56
3,3,9.474087891001224,2,56
4,4,9.489897666575764,2,56
5,5,9.421972899999753,2,56
0,0,8.581050927723414,2,57
1,1,7.748298259015275,2,57
2,2,8.149900534045548,2,57
3,3,9.447700195524334,2,57
4,4,9.34153459511376,2,57
5,5,9.335303953851255,2,57
0,0,9.074590579996745,2,58
1,1,8.877112055267276,2,58
2,2,9.11920896960445,2,58
3,3,9.690625225369008,2,58
4,4,9.593973150703409,2,58
5,5,9.478874391830969,2,58
0,0,9.033693603863576,2,59
1,1,8.764590094058446,2,59
2,2,8.858384254730595,2,59
3,3,9.552182446613717,2,59
4,4,9.59916368144858,2,59
5,5,9.478874391830969,2,59
0,0,9.033693603863576,2,60
1,1,8.46003524570378,2,60
2,2,8.775193913286717,2,60
3,3,9.51259189987776,2,60
4,4,9.22163159880928,2,60
5,5,9.478874391830969,2,60
0,0,8.976828423403067,2,61
1,1,8.736057198316635,2,61
2,2,8.332450125831176,2,61
3,3,9.32856760472479,2,61
4,4,9.312876189241564,2,61
5,5,9.363495590770668,2,61
0,0,9.033693603863576,2,62
1,1,8.790070194188049,2,62
2,2,9.186068420876119,2,62
3,3,9.602009142641906,2,62
4,4,9.36833875756976,2,62
5,5,9.389698041351677,2,62
0,0,9.033693603863576,2,63
1,1,8.459357356301862,2,63
2,2,8.898682716944402,2,63
3,3,9.503111149777162,2,63
4,4,9.517928035459263,2,63
5,5,9.478874391830969,2,63
0,0,9.047408189387795,2,64
1,1,8.810964426050969,2,64
2,2,8.774536970385691,2,64
3,3,9.422310403118498,2,64
4,4,9.40210643959457,2,64
5,5,9.478874391830969,2,64
0,0,9.033693603863576,2,65
1,1,8.883802928913068,2,65
2,2,9.524115034783113,2,65
3,3,9.514503845435684,2,65
4,4,9.449919280018875,2,65
5,5,9.478874391830969,2,65
0,0,8.405671816347352,2,66
1,1,7.70515263829072,2,66
2,2,8.197466103702917,2,66
3,3,9.491256180862356,2,66
4,4,9.454492566565271,2,66
5,5,9.478874391830969,2,66
0,0,8.976828423403067,2,67
1,1,8.458679466899945,2,67
2,2,8.490612201043126,2,67
3,3,9.13491051433902,2,67
4,4,9.566192004590151,2,67
5,5,9.549027896809765,2,67
0,0,9.018887283526638,2,68
1,1,9.024548730599744,2,68
2,2,9.305795588430845,2,68
3,3,9.91115766177817,2,68
4,4,9.715855740240288,2,68
5,5,9.473285709729797,2,68
0,0,9.047408189387795,2,69
1,1,8.070333381528554,2,69
2,2,8.597162629784405,2,69
3,3,9.577514491217372,2,69
4,4,9.457038346314876,2,69
5,5,9.489621503151858,2,69
0,0,9.033693603863576,2,70
1,1,8.764590094058446,2,70
2,2,9.057685839384387,2,70
3,3,9.66092822449686,2,70
4,4,9.604485650170997,2,70
5,5,9.417874888550088,2,70
0,0,9.033693603863576,2,71
1,1,8.167713363783703,2,71
2,2,8.527354761739867,2,71
3,3,9.61111710192976,2,71
4,4,9.33088459770266,2,71
5,5,9.478874391830969,2,71
0,0,8.581050927723414,2,72
1,1,7.865459214917469,2,72
2,2,8.303162140530407,2,72
3,3,9.246980909479564,2,72
4,4,9.489901151839568,2,72
5,5,9.395986369846389,2,72
0,0,9.070448499920161,2,73
1,1,8.938410619278534,2,73
2,2,8.462403728370644,2,73
3,3,9.379895652048763,2,73
4,4,9.450145873625466,2,73
5,5,9.478874391830969,2,73
0,0,9.033693603863576,2,74
1,1,8.748097154093905,2,74
2,2,8.935543533506678,2,74
3,3,9.556533702640328,2,74
4,4,9.371599769919522,2,74
5,5,9.421394083306451,2,74
0,0,9.033693603863576,2,75
1,1,8.112206313993285,2,75
2,2,8.67648903594609,2,75
3,3,9.418659159930494,2,75
4,4,9.354225731993978,2,75
5,5,9.442193232662262,2,75
0,0,8.976828423403067,2,76
1,1,8.20253747336325,2,76
2,2,8.352630644456877,2,76
3,3,9.3887743441466,2,76
4,4,9.493675746243953,2,76
5,5,9.478874391830969,2,76
0,0,9.033693603863576,2,77
1,1,8.765841545790305,2,77
2,2,8.333112752018762,2,77
3,3,9.278179919732963,2,77
4,4,9.467536320520887,2,77
5,5,9.478874391830969,2,77
0,0,9.078784926314308,2,78
1,1,9.048348259347378,2,78
2,2,9.188103097857086,2,78
3,3,9.456366590007375,2,78
4,4,9.45194553093032,2,78
5,5,9.478874391830969,2,78
0,0,9.128027284431997,2,79
1,1,9.15310838917927,2,79
2,2,8.95269837309495,2,79
3,3,9.462980229642262,2,79
4,4,9.377204060363136,2,79
5,5,9.477656834597283,2,79
0,0,9.076487412304738,2,80
1,1,8.972117808663986,2,80
2,2,8.839401603329126,2,80
3,3,9.195470609981168,2,80
4,4,9.434636870169676,2,80
5,5,9.507595203441255,2,80
0,0,8.891012797235808,2,81
1,1,8.154446710887022,2,81
2,2,8.823432332965236,2,81
3,3,9.46406740604483,2,81
4,4,9.406125070026743,2,81
5,5,9.478874391830969,2,81
0,0,8.581050927723414,2,82
1,1,8.059793978096014,2,82
2,2,8.797841632600871,2,82
3,3,9.471693361430942,2,82
4,4,9.430821475695385,2,82
5,5,9.478874391830969,2,82
0,0,9.033693603863576,2,83
1,1,8.15531626793818,2,83
2,2,8.727103890022978,2,83
3,3,9.44564642494366,2,83
4,4,9.564303633112408,2,83
5,5,9.478874391830969,2,83
0,0,9.033693603863576,2,84
1,1,8.269184226601663,2,84
2,2,8.621605993109439,2,84
3,3,9.614139116970495,2,84
4,4,9.517928035459263,2,84
5,5,9.478874391830969,2,84
0,0,8.976828423403067,2,85
1,1,8.299202139012708,2,85
2,2,8.582071729448193,2,85
3,3,9.461502648503066,2,85
4,4,9.22163159880928,2,85
5,5,9.478874391830969,2,85
0,0,9.033693603863576,2,86
1,1,8.167713363783703,2,86
2,2,8.668376467671182,2,86
3,3,9.882711486604002,2,86
4,4,9.674694146540569,2,86
5,5,9.538998188514904,2,86
0,0,9.017682513378606,2,87
1,1,8.860383030605428,2,87
2,2,8.692685621722745,2,87
3,3,9.562986582217269,2,87
4,4,9.527733454559586,2,87
5,5,9.494398133818294,2,87
0,0,8.957354616349296,2,88
1,1,8.285631755800225,2,88
2,2,8.595384912225176,2,88
3,3,9.41319933357329,2,88
4,4,9.22163159880928,2,88
5,5,9.478874391830969,2,88
0,0,9.033693603863576,2,89
1,1,7.754790282321355,2,89
2,2,8.321453369716998,2,89
3,3,9.50720706297854,2,89
4,4,9.47866932780853,2,89
5,5,9.478874391830969,2,89
0,0,8.581050927723414,2,90
1,1,7.648852384214291,2,90
2,2,8.935430557370333,2,90
3,3,9.588251241660842,2,90
4,4,9.456277711079935,2,90
